Round,Random #1 Points, Random #1 Deadwood, Random #2 Points, Random #2 Deadwood
29246,30,72,96,72
29247,30,72,96,73
29248,30,69,96,73
29249,30,69,96,43
29250,30,64,96,43
29251,30,64,96,43
29252,30,69,96,43
29253,30,69,96,42
29254,30,62,96,42
29255,30,62,96,74
29256,30,63,96,74
29257,30,63,96,71
29258,30,63,96,71
29259,30,63,96,71
29260,30,60,96,71
29261,30,60,96,65
29262,30,66,96,65
29263,30,66,96,61
29264,30,57,96,61
29265,30,57,96,59
29266,30,49,96,59
29267,30,49,96,65
29268,30,56,96,65
29269,30,56,96,66
29270,30,50,96,66
29271,30,50,96,69
29272,30,64,96,69
29273,30,64,96,68
29274,30,71,96,68
29275,30,71,96,70
29276,30,48,96,70
29277,30,48,96,61
29278,30,47,96,61
29279,30,51,96,46
29280,30,64,96,46
29281,30,64,96,73
29282,30,72,96,73
29283,30,72,96,72
29284,30,77,96,72
29285,30,77,96,71
29286,30,47,96,71
29287,30,47,96,74
29288,30,48,96,74
29289,30,48,96,71
29290,30,46,96,71
29291,30,46,96,69
29292,30,43,96,69
29293,30,43,96,74
29294,30,67,96,74
29295,30,67,96,72
29296,30,67,96,72
29297,30,67,96,79
29298,30,61,96,79
29299,30,61,96,71
29300,30,66,96,71
29301,30,66,96,66
29302,30,66,96,66
29303,30,66,96,69
29304,30,66,96,69
29305,30,66,96,60
29306,30,75,96,60
29307,30,75,96,61
29308,30,71,96,61
29309,30,71,96,61
29310,30,71,96,61
29311,30,71,96,62
29312,30,52,96,62
29313,30,52,96,70
29314,30,51,96,70
29315,30,51,96,71
29316,30,51,96,71
29317,30,51,96,71
29318,30,51,96,71
29319,30,51,96,68
29320,30,51,96,68
29321,30,51,96,72
29322,30,65,96,72
29323,30,65,96,72
29324,30,65,96,72
29325,30,65,96,72
29326,30,63,96,72
29327,30,63,96,70
29328,30,64,96,70
29329,30,64,96,45
29330,30,64,96,45
29331,30,64,96,45
29332,30,68,96,45
29333,30,68,96,41
29334,30,66,96,41
29335,30,66,96,62
29336,30,57,96,62
29337,30,57,96,71
29338,30,57,96,71
29339,30,62,96,24
29340,30,67,96,24
29341,30,67,96,31
29342,30,67,96,31
29343,30,67,96,30
29344,30,75,96,30
29345,30,75,96,31
29346,30,53,96,31
29347,30,53,96,61
29348,30,49,96,61
29349,30,49,96,28
29350,30,50,96,28
29351,30,50,96,30
29352,30,48,96,30
29353,30,48,96,63
29354,30,48,96,63
29355,30,48,96,72
29356,30,40,96,72
29357,30,40,96,42
29358,30,47,96,42
29359,30,47,96,41
29360,30,44,96,41
29361,30,44,96,37
29362,30,62,96,37
29363,30,62,96,42
29364,30,58,96,42
29365,30,58,96,30
29366,30,66,96,30
29367,30,66,96,35
29368,30,63,96,35
29369,30,63,96,34
29370,30,69,96,34
29371,30,69,96,26
29372,30,65,96,26
29373,30,65,96,59
29374,30,70,96,59
29375,30,70,96,59
29376,30,64,96,59
29377,30,64,96,58
29378,30,43,96,58
29379,30,43,96,60
29380,30,41,96,60
29381,30,41,96,59
29382,30,44,96,59
29383,30,44,96,63
29384,30,35,96,63
29385,30,35,96,63
29386,30,35,96,63
29387,30,35,96,66
29388,30,38,96,60
29389,30,38,96,63
29390,30,34,96,63
29391,30,34,96,63
29392,30,60,96,63
29393,30,60,96,65
29394,30,65,96,65
29395,30,65,96,65
29396,30,65,96,65
29397,30,65,96,56
29398,30,69,96,56
29399,30,69,96,59
29400,30,71,96,59
29401,30,71,96,59
29402,30,75,96,59
29403,30,75,96,55
29404,30,80,96,55
29405,30,80,96,57
29406,30,74,96,57
29407,30,74,96,66
29408,30,73,96,66
29409,30,73,96,62
29410,30,71,96,62
29411,30,71,96,60
29412,30,78,96,60
29413,30,78,96,58
29414,30,80,96,58
29415,30,80,96,59
29416,30,72,96,59
29417,30,72,96,61
29418,30,75,96,61
29419,30,75,96,53
29420,30,77,96,53
29421,30,77,96,48
29422,30,79,96,48
29423,30,79,96,55
29424,30,76,96,55
29425,30,76,96,58
29426,30,78,96,58
29427,30,78,96,55
29428,30,75,96,55
29429,30,75,96,51
29430,30,74,96,51
29431,30,74,96,49
29432,30,72,96,49
29433,30,72,96,48
29434,30,65,96,48
29435,30,65,96,56
29436,30,57,96,56
29437,30,57,96,56
29438,30,57,96,56
29439,30,57,96,65
29440,30,47,96,65
29441,30,47,96,49
29442,30,45,96,49
29443,30,45,96,52
29444,30,39,96,52
29445,30,39,96,50
29446,30,47,96,50
29447,30,47,96,64
29448,30,44,96,64
29449,30,44,96,63
29450,30,60,96,63
29451,30,60,96,60
29452,30,52,96,60
29453,30,52,96,61
29454,30,58,96,61
29455,30,58,96,54
29456,30,58,96,54
29457,30,58,96,47
29458,30,65,96,47
29459,30,65,96,52
29460,30,59,96,52
29461,30,59,96,47
29462,30,59,96,47
29463,30,71,96,55
29464,30,71,96,55
29465,30,71,96,69
29466,30,75,96,69
29467,30,75,96,63
29468,30,74,96,63
29469,30,74,96,63
29470,30,74,96,63
29471,30,74,96,33
29472,30,83,96,33
29473,30,83,96,24
29474,30,86,96,24
29475,30,86,96,23
29476,30,90,96,23
29477,30,90,96,40
29478,30,90,96,40
29479,30,90,96,37
29480,30,92,96,37
29481,30,92,96,38
29482,30,84,96,38
29483,30,84,96,44
29484,30,79,96,44
29485,30,79,96,42
29486,30,78,96,42
29487,30,78,96,43
29488,30,77,96,43
29489,30,77,96,45
29490,30,75,96,45
29491,30,75,96,50
29492,30,80,96,50
29493,30,80,96,53
29494,30,72,96,53
29495,30,72,96,51
29496,30,66,96,51
29497,30,66,96,52
29498,30,62,96,52
29499,30,62,96,56
29500,30,62,96,56
29501,30,62,96,52
29502,30,63,96,52
29503,30,63,96,55
29504,30,35,96,55
29505,30,35,96,55
29506,30,43,96,55
29507,30,43,96,57
29508,30,35,96,57
29509,30,35,96,58
29510,30,65,96,58
29511,30,65,96,48
29512,30,63,96,48
29513,30,63,96,48
29514,30,67,96,48
29515,30,67,96,53
29516,30,49,96,78
29517,30,49,96,84
29518,30,33,96,84
29519,30,33,96,80
29520,30,36,96,80
29521,30,36,96,76
29522,30,54,96,76
29523,30,54,96,69
29524,30,56,96,69
29525,30,56,96,72
29526,30,63,96,72
29527,30,63,96,44
29528,30,71,96,44
29529,30,71,96,44
29530,30,69,96,44
29531,30,69,96,43
29532,30,76,96,43
29533,30,76,96,39
29534,30,69,96,39
29535,30,69,96,38
29536,30,68,96,38
29537,30,68,96,65
29538,30,54,96,65
29539,30,54,96,66
29540,30,40,96,66
29541,30,40,96,58
29542,30,36,96,58
29543,30,36,96,54
29544,30,63,96,54
29545,30,63,96,46
29546,30,67,96,46
29547,30,67,96,50
29548,30,42,96,50
29549,30,42,96,46
29550,30,72,96,46
29551,30,72,96,53
29552,30,70,96,53
29553,30,70,96,57
29554,30,75,96,57
29555,30,75,96,46
29556,30,73,96,46
29557,30,73,96,44
29558,30,68,96,44
29559,30,68,96,41
29560,30,67,96,41
29561,30,67,96,41
29562,30,49,96,67
29563,30,49,96,64
29564,30,49,96,64
29565,30,49,96,49
29566,30,35,96,49
29567,30,35,96,54
29568,30,32,96,54
29569,30,32,96,58
29570,30,42,96,58
29571,30,42,96,50
29572,30,58,96,50
29573,30,58,96,59
29574,30,49,96,59
29575,30,49,96,66
29576,30,42,96,66
29577,30,42,96,64
29578,30,53,96,64
29579,30,53,96,64
29580,30,55,96,64
29581,30,55,96,64
29582,30,63,96,64
29583,30,63,96,60
29584,30,54,96,60
29585,30,54,96,43
29586,30,51,96,43
29587,30,51,96,63
29588,30,59,96,63
29589,30,59,96,55
29590,30,59,96,55
29591,30,59,96,59
29592,30,56,96,59
29593,30,56,96,62
29594,30,53,96,62
29595,30,53,96,62
29596,30,56,96,62
29597,30,56,96,69
29598,30,62,96,69
29599,30,62,96,70
29600,30,59,96,70
29601,30,59,96,69
29602,30,64,96,69
29603,30,64,96,49
29604,30,69,96,49
29605,30,69,96,45
29606,30,54,96,45
29607,30,54,96,38
29608,30,54,96,38
29609,30,54,96,57
29610,30,58,96,57
29611,30,58,96,58
29612,30,81,96,58
29613,30,81,96,55
29614,30,54,96,55
29615,30,54,96,53
29616,30,84,96,53
29617,30,84,96,37
29618,30,29,96,46
29619,30,29,96,45
29620,30,47,96,45
29621,30,47,96,70
29622,30,52,96,70
29623,30,52,96,78
29624,30,43,96,78
29625,30,43,96,44
29626,30,49,96,44
29627,30,49,96,40
29628,30,52,96,40
29629,30,52,96,75
29630,30,61,96,75
29631,30,61,96,73
29632,30,42,96,73
29633,30,42,96,75
29634,30,46,96,75
29635,30,46,96,70
29636,30,50,96,70
29637,30,50,96,63
29638,30,51,96,63
29639,30,51,96,63
29640,30,80,96,63
29641,30,80,96,69
29642,30,73,96,69
29643,30,73,96,69
29644,30,51,96,69
29645,30,51,96,62
29646,30,43,96,62
29647,30,43,96,41
29648,30,43,96,41
29649,30,43,96,69
29650,30,25,96,69
29651,30,25,96,75
29652,30,47,96,75
29653,30,47,96,49
29654,30,46,96,49
29655,30,46,96,45
29656,30,61,96,45
29657,30,61,96,42
29658,30,60,96,42
29659,30,60,96,48
29660,30,61,96,48
29661,30,61,96,48
29662,30,61,96,48
29663,30,61,96,76
29664,30,60,96,76
29665,30,60,96,80
29666,30,60,96,80
29667,30,60,96,80
29668,30,52,96,80
29669,30,52,96,83
29670,30,60,96,83
29671,30,60,96,75
29672,30,61,96,75
29673,30,61,96,75
29674,30,61,96,75
29675,30,61,96,71
29676,30,70,96,49
29677,30,70,96,53
29678,30,66,96,53
29679,30,66,96,48
29680,30,61,96,48
29681,30,61,96,55
29682,30,49,96,55
29683,30,49,96,52
29684,30,40,96,52
29685,30,40,96,52
29686,30,61,96,52
29687,30,61,96,57
29688,30,63,96,57
29689,30,63,96,75
29690,30,66,96,75
29691,30,66,96,58
29692,30,66,96,58
29693,30,66,96,54
29694,30,69,96,54
29695,30,69,96,35
29696,30,67,96,35
29697,30,67,96,50
29698,30,70,96,50
29699,30,70,96,43
29700,30,72,96,43
29701,30,72,96,72
29702,30,73,96,72
29703,30,73,96,71
29704,30,74,96,71
29705,30,74,96,46
29706,30,74,96,46
29707,30,74,96,50
29708,30,55,96,50
29709,30,55,96,42
29710,30,58,96,42
29711,30,58,96,40
29712,30,71,96,40
29713,30,71,96,36
29714,30,64,96,36
29715,30,64,96,45
29716,30,65,96,45
29717,30,65,96,44
29718,30,64,96,44
29719,30,64,96,56
29720,30,65,96,56
29721,30,65,96,39
29722,30,63,96,39
29723,30,63,96,43
29724,30,56,96,43
29725,30,56,96,43
29726,30,56,96,43
29727,30,56,96,46
29728,30,58,96,46
29729,30,58,96,68
29730,30,59,96,68
29731,30,59,96,60
29732,30,59,96,60
29733,30,59,96,69
29734,30,61,96,69
29735,30,61,96,61
29736,30,51,96,43
29737,30,51,96,18
29738,30,46,96,18
29739,30,46,96,24
29740,30,49,96,24
29741,30,49,96,30
29742,30,54,96,30
29743,30,54,96,30
29744,30,59,96,30
29745,30,59,96,25
29746,30,38,96,25
29747,30,38,96,40
29748,30,64,96,40
29749,30,64,96,38
29750,30,73,96,38
29751,30,73,96,39
29752,30,64,96,39
29753,30,64,96,36
29754,30,64,96,36
29755,30,64,96,17
29756,30,58,96,17
29757,30,58,96,39
29758,30,61,96,39
29759,30,61,96,69
29760,30,61,96,69
29761,30,61,96,69
29762,30,35,96,69
29763,30,35,96,62
29764,30,37,96,62
29765,30,37,96,53
29766,30,38,96,53
29767,30,38,96,53
29768,30,68,96,53
29769,30,68,96,53
29770,30,70,96,53
29771,30,70,96,49
29772,30,69,96,49
29773,30,69,96,55
29774,30,70,96,55
29775,30,70,96,64
29776,30,70,96,64
29777,30,70,96,61
29778,30,40,96,61
29779,30,40,96,61
29780,30,70,96,61
29781,30,70,96,58
29782,30,70,96,58
29783,30,70,96,67
29784,30,61,96,67
29785,30,61,96,65
29786,30,64,96,65
29787,30,64,96,64
29788,30,41,96,64
29789,30,41,96,59
29790,30,41,96,59
29791,30,41,96,60
29792,30,43,96,60
29793,30,43,96,63
29794,30,63,96,63
29795,30,60,96,61
29796,30,67,96,61
29797,30,67,96,60
29798,30,67,96,60
29799,30,67,96,60
29800,30,61,96,60
29801,30,61,96,62
29802,30,59,96,62
29803,30,59,96,57
29804,30,68,96,57
29805,30,68,96,55
29806,30,68,96,55
29807,30,68,96,51
29808,30,61,96,51
29809,30,61,96,60
29810,30,56,96,60
29811,30,56,96,66
29812,30,63,96,66
29813,30,63,96,59
29814,30,72,96,59
29815,30,72,96,61
29816,30,73,96,61
29817,30,73,96,55
29818,30,66,96,55
29819,30,66,96,61
29820,30,50,96,61
29821,30,50,96,62
29822,30,58,96,62
29823,30,58,96,53
29824,30,58,96,53
29825,30,58,96,54
29826,30,60,96,54
29827,30,60,96,49
29828,30,57,96,49
29829,30,57,96,51
29830,30,66,96,51
29831,30,66,96,45
29832,30,63,96,45
29833,30,63,96,49
29834,30,67,96,49
29835,30,67,96,49
29836,30,66,96,49
29837,30,66,96,57
29838,30,62,96,57
29839,30,62,96,57
29840,30,64,96,57
29841,30,64,96,70
29842,30,61,96,70
29843,30,61,96,71
29844,30,57,96,52
29845,30,57,96,53
29846,30,65,96,53
29847,30,65,96,51
29848,30,56,96,51
29849,30,56,96,59
29850,30,47,96,59
29851,30,47,96,63
29852,30,52,96,63
29853,30,52,96,39
29854,30,47,96,39
29855,30,47,96,39
29856,30,51,96,39
29857,30,51,96,44
29858,30,50,96,44
29859,30,50,96,41
29860,30,55,96,41
29861,30,55,96,56
29862,30,34,96,56
29863,30,34,96,56
29864,30,55,96,56
29865,30,55,96,56
29866,30,67,96,56
29867,30,67,96,57
29868,30,43,96,57
29869,30,43,96,53
29870,30,71,96,53
29871,30,71,96,46
29872,30,75,96,46
29873,30,75,96,46
29874,30,75,96,46
29875,30,75,96,55
29876,30,77,96,55
29877,30,77,96,56
29878,30,74,96,56
29879,30,74,96,58
29880,30,78,96,58
29881,30,78,96,61
29882,30,72,96,61
29883,30,72,96,56
29884,30,76,96,56
29885,30,76,96,56
29886,30,81,96,56
29887,30,81,96,49
29888,30,82,96,49
29889,30,82,96,65
29890,30,75,96,65
29891,30,75,96,65
29892,30,75,96,65
29893,30,75,96,72
29894,30,77,96,72
29895,30,77,96,70
29896,30,50,96,70
29897,30,50,96,65
29898,30,54,96,65
29899,30,54,96,58
29900,30,44,96,58
29901,30,44,96,62
29902,30,44,96,62
29903,30,44,96,65
29904,30,41,96,65
29905,30,41,96,64
29906,30,73,96,62
29907,30,73,96,47
29908,30,76,96,47
29909,30,76,96,49
29910,30,75,96,49
29911,30,75,96,60
29912,30,74,96,60
29913,30,74,96,56
29914,30,70,96,56
29915,30,70,96,55
29916,30,73,96,55
29917,30,73,96,55
29918,30,75,96,55
29919,30,75,96,62
29920,30,66,96,62
29921,30,66,96,62
29922,30,71,96,62
29923,30,71,96,65
29924,30,70,96,65
29925,30,70,96,62
29926,30,65,96,62
29927,30,65,96,64
29928,30,68,96,64
29929,30,68,96,58
29930,30,61,96,58
29931,30,61,96,58
29932,30,66,96,58
29933,30,66,96,56
29934,30,41,96,56
29935,30,41,96,53
29936,30,43,96,53
29937,30,43,96,53
29938,30,45,96,53
29939,30,45,96,49
29940,30,47,96,49
29941,30,47,96,23
29942,30,47,96,23
29943,30,47,96,26
29944,30,68,96,26
29945,30,68,96,32
29946,30,61,96,32
29947,30,61,96,32
29948,30,60,96,32
29949,30,60,96,35
29950,30,66,96,35
29951,30,66,96,24
29952,30,38,96,24
29953,30,38,96,28
29954,30,38,96,28
29955,30,38,96,40
29956,30,45,96,40
29957,30,45,96,41
29958,30,37,96,41
29959,30,37,96,67
29960,30,44,96,67
29961,30,44,96,60
29962,30,69,96,60
29963,30,69,96,53
29964,30,65,96,53
29965,30,65,96,59
29966,30,63,96,59
29967,30,63,96,59
29968,30,59,96,59
29969,30,59,96,47
29970,30,54,96,47
29971,30,53,96,55
29972,30,63,96,55
29973,30,63,96,73
29974,30,63,96,73
29975,30,63,96,74
29976,30,62,96,74
29977,30,62,96,69
29978,30,69,96,69
29979,30,69,96,71
29980,30,68,96,71
29981,30,68,96,49
29982,30,68,96,49
29983,30,68,96,71
29984,30,69,96,71
29985,30,69,96,74
29986,30,65,96,74
29987,30,65,96,44
29988,30,72,96,44
29989,30,72,96,42
29990,30,76,96,42
29991,30,76,96,42
29992,30,72,96,42
29993,30,72,96,72
29994,30,73,96,72
29995,30,73,96,80
29996,30,69,96,80
29997,30,69,96,85
29998,30,68,96,85
29999,30,68,96,59
30000,30,65,96,59
30001,30,65,96,61
30002,30,52,96,61
30003,30,52,96,55
30004,30,51,96,55
30005,30,51,96,84
30006,30,15,96,84
30007,30,15,96,82
30008,30,13,96,82
30009,30,13,96,78
30010,30,20,96,78
30011,30,20,96,83
30012,30,42,96,83
30013,30,42,96,81
30014,30,43,96,81
30015,30,43,96,78
30016,30,63,96,78
30017,30,63,96,48
30018,30,55,96,48
30019,30,55,96,48
30020,30,49,96,48
30021,30,49,96,46
30022,30,29,96,73
30023,30,29,96,68
30024,30,36,96,68
30025,30,36,96,70
30026,30,44,96,70
30027,30,44,96,72
30028,30,53,96,72
30029,30,53,96,71
30030,30,52,96,71
30031,30,52,96,69
30032,30,49,96,69
30033,30,49,96,62
30034,30,50,96,62
30035,30,50,96,66
30036,30,65,96,66
30037,30,65,96,69
30038,30,59,96,69
30039,30,59,96,54
30040,30,68,96,54
30041,30,68,96,54
30042,30,63,96,54
30043,30,63,96,61
30044,30,72,96,61
30045,30,72,96,52
30046,30,71,96,52
30047,30,71,96,49
30048,30,75,96,49
30049,30,75,96,48
30050,30,72,96,48
30051,30,72,96,68
30052,30,71,96,68
30053,30,71,96,73
30054,30,46,96,73
30055,30,46,96,75
30056,30,49,96,75
30057,30,49,96,67
30058,30,56,96,67
30059,30,56,96,60
30060,30,48,96,60
30061,30,48,96,64
30062,30,64,96,64
30063,30,64,96,56
30064,30,73,96,56
30065,30,73,96,50
30066,30,72,96,50
30067,30,72,96,56
30068,30,75,96,56
30069,30,75,96,58
30070,30,76,96,58
30071,30,39,96,37
30072,30,48,96,37
30073,30,48,96,36
30074,30,44,96,36
30075,30,44,96,36
30076,30,42,96,36
30077,30,42,96,27
30078,30,41,96,27
30079,30,41,96,27
30080,30,42,96,27
30081,30,42,96,37
30082,30,50,96,37
30083,30,50,96,33
30084,30,12,96,33
30085,30,12,96,38
30086,30,50,96,38
30087,30,50,96,45
30088,30,45,96,45
30089,30,45,96,49
30090,30,59,96,49
30091,30,59,96,51
30092,30,61,96,51
30093,30,61,96,51
30094,30,62,96,51
30095,30,62,96,44
30096,30,62,96,44
30097,30,62,96,44
30098,30,69,96,44
30099,30,69,96,49
30100,30,67,96,49
30101,30,67,96,43
30102,30,71,96,43
30103,30,71,96,35
30104,30,70,96,35
30105,30,70,96,42
30106,30,78,96,42
30107,30,78,96,39
30108,30,73,96,39
30109,30,73,96,46
30110,30,73,96,46
30111,30,73,96,39
30112,30,73,96,39
30113,30,73,96,42
30114,30,75,96,42
30115,30,75,96,72
30116,30,77,96,72
30117,30,77,96,49
30118,30,79,96,49
30119,30,79,96,63
30120,30,52,96,63
30121,30,52,96,63
30122,30,56,96,63
30123,30,56,96,63
30124,30,56,96,63
30125,30,56,96,67
30126,30,77,96,67
30127,30,77,96,65
30128,30,71,96,49
30129,30,71,96,53
30130,30,73,96,53
30131,30,73,96,56
30132,30,42,96,56
30133,30,42,96,78
30134,30,48,96,78
30135,30,48,96,50
30136,30,71,96,50
30137,30,71,96,36
30138,30,69,96,36
30139,30,69,96,37
30140,30,71,96,37
30141,30,71,96,54
30142,30,63,96,54
30143,30,63,96,53
30144,30,62,96,53
30145,30,62,96,34
30146,30,59,96,34
30147,30,59,96,31
30148,30,62,96,31
30149,30,62,96,52
30150,30,63,96,52
30151,30,63,96,77
30152,30,71,96,77
30153,30,71,96,70
30154,30,74,96,70
30155,30,74,96,74
30156,30,76,96,74
30157,30,76,96,42
30158,30,75,96,42
30159,30,75,96,40
30160,30,68,96,40
30161,30,68,96,42
30162,30,68,96,42
30163,30,68,96,37
30164,30,65,96,37
30165,30,65,96,36
30166,30,72,96,36
30167,30,72,96,38
30168,30,72,96,38
30169,30,72,96,71
30170,30,77,96,71
30171,30,77,96,54
30172,30,77,96,54
30173,30,77,96,54
30174,30,70,96,54
30175,30,70,96,72
30176,30,74,96,72
30177,30,74,96,68
30178,30,45,96,68
30179,30,45,96,68
30180,30,74,96,68
30181,30,74,96,72
30182,30,78,96,72
30183,30,78,96,64
30184,30,78,96,64
30185,30,78,96,33
30186,30,73,96,33
30187,30,73,96,32
30188,30,73,96,32
30189,30,73,96,42
30190,30,72,96,42
30191,30,72,96,43
30192,30,72,96,43
30193,30,35,96,50
30194,30,42,96,50
30195,30,42,96,43
30196,30,39,96,43
30197,30,39,96,43
30198,30,40,96,43
30199,30,40,96,40
30200,30,35,96,40
30201,30,35,96,43
30202,30,32,96,43
30203,30,32,96,50
30204,30,39,96,50
30205,30,39,96,44
30206,30,68,96,44
30207,30,68,96,46
30208,30,66,96,46
30209,30,66,96,55
30210,30,57,96,55
30211,30,57,96,55
30212,30,49,96,55
30213,30,49,96,62
30214,30,35,96,62
30215,30,35,96,70
30216,30,31,96,70
30217,30,31,96,72
30218,30,31,96,72
30219,30,31,96,65
30220,30,20,96,65
30221,30,20,96,65
30222,30,32,96,65
30223,30,32,96,57
30224,30,40,96,57
30225,30,40,96,51
30226,30,39,96,51
30227,30,39,96,48
30228,30,35,96,48
30229,30,35,96,46
30230,30,33,96,46
30231,30,33,96,45
30232,30,36,96,45
30233,30,36,96,25
30234,30,40,96,25
30235,30,40,96,23
30236,30,32,96,23
30237,30,32,96,50
30238,30,34,96,50
30239,30,34,96,46
30240,30,34,96,46
30241,30,34,96,30
30242,30,29,96,30
30243,30,29,96,36
30244,30,30,96,36
30245,30,30,96,31
30246,30,36,96,31
30247,30,36,96,41
30248,30,37,96,41
30249,30,37,96,48
30250,30,36,96,48
30251,30,36,96,73
30252,30,42,96,73
30253,30,42,96,68
30254,30,44,96,68
30255,30,44,96,72
30256,30,51,96,72
30257,30,54,96,56
30258,30,46,96,56
30259,30,46,96,59
30260,30,44,96,59
30261,30,44,96,65
30262,30,46,96,65
30263,30,46,96,72
30264,30,48,96,72
30265,30,48,96,71
30266,30,49,96,71
30267,30,49,96,74
30268,30,37,96,74
30269,30,37,96,74
30270,30,39,96,74
30271,30,39,96,63
30272,30,31,96,63
30273,30,31,96,63
30274,30,26,96,63
30275,30,26,96,36
30276,30,31,96,36
30277,30,31,96,28
30278,30,47,96,28
30279,30,47,96,33
30280,30,50,96,33
30281,30,50,96,41
30282,30,49,96,41
30283,30,49,96,37
30284,30,55,96,37
30285,30,55,96,35
30286,30,55,96,35
30287,30,55,96,35
30288,30,33,96,35
30289,30,33,96,64
30290,30,38,96,64
30291,30,38,96,71
30292,30,33,96,71
30293,30,33,96,69
30294,30,38,96,69
30295,30,38,96,67
30296,30,46,96,67
30297,30,46,96,73
30298,30,40,96,73
30299,30,40,96,71
30300,30,45,96,71
30301,30,45,96,68
30302,30,41,96,68
30303,30,41,96,75
30304,30,50,96,75
30305,30,50,96,73
30306,30,51,96,73
30307,30,51,96,73
30308,30,46,96,69
30309,30,46,96,68
30310,30,70,96,68
30311,30,70,96,62
30312,30,67,96,62
30313,30,67,96,69
30314,30,69,96,69
30315,30,69,96,69
30316,30,69,96,69
30317,30,69,96,69
30318,30,65,96,69
30319,30,65,96,71
30320,30,69,96,71
30321,30,69,96,69
30322,30,73,96,69
30323,30,73,96,74
30324,30,71,96,74
30325,30,71,96,68
30326,30,75,96,68
30327,30,75,96,70
30328,30,68,96,70
30329,30,68,96,69
30330,30,76,96,69
30331,30,76,96,60
30332,30,70,96,60
30333,30,70,96,59
30334,30,71,96,59
30335,30,71,96,53
30336,30,58,96,53
30337,30,58,96,59
30338,30,59,96,59
30339,30,59,96,57
30340,30,59,96,57
30341,30,59,96,64
30342,30,66,96,64
30343,30,66,96,61
30344,30,62,96,61
30345,30,62,96,58
30346,30,62,96,58
30347,30,62,96,58
30348,30,56,96,58
30349,30,56,96,65
30350,30,46,96,65
30351,30,46,96,65
30352,30,53,96,65
30353,30,53,96,63
30354,30,65,96,63
30355,30,65,96,63
30356,30,57,96,63
30357,30,57,96,53
30358,30,59,96,53
30359,30,59,96,57
30360,30,52,96,57
30361,30,52,96,69
30362,30,54,96,69
30363,30,54,96,67
30364,30,57,96,67
30365,30,57,96,65
30366,30,61,96,65
30367,30,61,96,63
30368,30,52,96,67
30369,30,52,96,47
30370,30,53,96,47
30371,30,53,96,40
30372,30,55,96,40
30373,30,55,96,53
30374,30,60,96,53
30375,30,60,96,31
30376,30,64,96,31
30377,30,64,96,43
30378,30,64,96,43
30379,30,64,96,40
30380,30,64,96,40
30381,30,64,96,47
30382,30,57,96,47
30383,30,57,96,47
30384,30,57,96,47
30385,30,57,96,50
30386,30,61,96,50
30387,30,61,96,50
30388,30,52,96,50
30389,30,52,96,50
30390,30,52,96,50
30391,30,52,96,50
30392,30,49,96,50
30393,30,49,96,69
30394,30,43,96,69
30395,30,43,96,54
30396,30,52,96,54
30397,30,52,96,47
30398,30,43,96,47
30399,30,43,96,58
30400,30,38,96,58
30401,30,38,96,56
30402,30,48,96,56
30403,30,48,96,55
30404,30,63,96,55
30405,30,63,96,59
30406,30,65,96,59
30407,30,65,96,62
30408,30,41,96,62
30409,30,41,96,68
30410,30,49,96,68
30411,30,49,96,69
30412,30,41,96,69
30413,30,58,96,39
30414,30,58,96,39
30415,30,58,96,37
30416,30,64,96,37
30417,30,64,96,36
30418,30,64,96,36
30419,30,64,96,35
30420,30,62,96,35
30421,30,62,96,65
30422,30,71,96,65
30423,30,71,96,56
30424,30,74,96,56
30425,30,74,96,60
30426,30,68,96,60
30427,30,68,96,58
30428,30,64,96,58
30429,30,64,96,57
30430,30,42,96,57
30431,30,42,96,60
30432,30,42,96,60
30433,30,42,96,62
30434,30,52,96,62
30435,30,52,96,60
30436,30,51,96,60
30437,30,51,96,66
30438,30,51,96,66
30439,30,51,96,47
30440,30,66,96,47
30441,30,66,96,66
30442,30,66,96,66
30443,30,66,96,67
30444,30,68,96,67
30445,30,68,96,45
30446,30,72,96,45
30447,30,72,96,45
30448,30,75,96,45
30449,30,75,96,45
30450,30,67,96,45
30451,30,67,96,45
30452,30,70,96,45
30453,30,70,96,41
30454,30,70,96,41
30455,30,70,96,50
30456,30,65,96,50
30457,30,65,96,33
30458,30,60,96,33
30459,30,60,96,55
30460,30,54,96,55
30461,30,54,96,54
30462,30,54,96,54
30463,30,54,96,54
30464,30,46,96,54
30465,30,46,96,75
30466,30,52,96,75
30467,30,49,96,35
30468,30,64,96,35
30469,30,64,96,44
30470,30,64,96,44
30471,30,64,96,45
30472,30,64,96,45
30473,30,64,96,43
30474,30,60,96,43
30475,30,60,96,48
30476,30,59,96,48
30477,30,59,96,44
30478,30,62,96,44
30479,30,62,96,44
30480,30,59,96,44
30481,30,59,96,46
30482,30,59,96,46
30483,30,59,96,54
30484,30,59,96,54
30485,30,59,96,26
30486,30,59,96,26
30487,30,59,96,34
30488,30,57,96,34
30489,30,57,96,35
30490,30,53,96,35
30491,30,53,96,64
30492,30,53,96,64
30493,30,53,96,61
30494,30,61,96,61
30495,30,61,96,37
30496,30,61,96,37
30497,30,61,96,61
30498,30,62,96,61
30499,30,62,96,60
30500,30,50,96,60
30501,30,50,96,58
30502,30,65,96,58
30503,30,65,96,63
30504,30,68,96,63
30505,30,68,96,64
30506,30,59,96,64
30507,30,59,96,56
30508,30,64,96,56
30509,30,64,96,60
30510,30,59,96,60
30511,30,59,96,60
30512,30,68,96,60
30513,30,68,96,52
30514,30,72,96,52
